filepath,class,label,subset
train\OSCC\aug_352_1808.jpg,OSCC,1,train
train\Normal\Normal_400x_8.jpg,Normal,0,train
train\OSCC\aug_467_6140.jpg,OSCC,1,train
train\Normal\aug_143_3037.jpg,Normal,0,train
train\Normal\aug_17_7827.jpg,Normal,0,train
train\OSCC\aug_122_8947.jpg,OSCC,1,train
train\Normal\Normal_400x_113.jpg,Normal,0,train
train\OSCC\aug_132_3989.jpg,OSCC,1,train
train\Normal\aug_465_5182.jpg,Normal,0,train
train\Normal\aug_148_5167.jpg,Normal,0,train
train\OSCC\OSCC_400x_474.jpg,OSCC,1,train
train\OSCC\aug_595_3821.jpg,OSCC,1,train
train\Normal\aug_72_18.jpg,Normal,0,train
train\Normal\aug_595_6770.jpg,Normal,0,train
train\Normal\Normal_100x_69.jpg,Normal,0,train
train\Normal\aug_2_9415.jpg,Normal,0,train
train\Normal\aug_124_1847.jpg,Normal,0,train
train\Normal\aug_101_215.jpg,Normal,0,train
train\Normal\aug_184_6353.jpg,Normal,0,train
train\Normal\aug_229_168.jpg,Normal,0,train
train\OSCC\OSCC_400x_103.jpg,OSCC,1,train
train\Normal\aug_338_9111.jpg,Normal,0,train
train\Normal\aug_12_6755.jpg,Normal,0,train
train\OSCC\aug_426_3997.jpg,OSCC,1,train
train\OSCC\OSCC_100x_141.jpg,OSCC,1,train
train\Normal\aug_310_3119.jpg,Normal,0,train
train\OSCC\aug_427_1215.jpg,OSCC,1,train
train\Normal\Normal_100x_37.jpg,Normal,0,train
train\Normal\aug_384_2693.jpg,Normal,0,train
train\Normal\Normal_100x_10.jpg,Normal,0,train
train\Normal\aug_151_4738.jpg,Normal,0,train
train\Normal\aug_79_1536.jpg,Normal,0,train
train\Normal\Normal_100x_14.jpg,Normal,0,train
train\Normal\aug_32_2440.jpg,Normal,0,train
train\OSCC\aug_299_5348.jpg,OSCC,1,train
train\OSCC\aug_444_4008.jpg,OSCC,1,train
train\Normal\aug_127_733.jpg,Normal,0,train
train\OSCC\aug_326_8201.jpg,OSCC,1,train
train\Normal\aug_794_3393.jpg,Normal,0,train
train\OSCC\OSCC_100x_203.jpg,OSCC,1,train
train\OSCC\OSCC_100x_11.jpg,OSCC,1,train
train\Normal\aug_36_8841.jpg,Normal,0,train
train\Normal\Normal_100x_43.jpg,Normal,0,train
train\OSCC\OSCC_100x_130.jpg,OSCC,1,train
train\Normal\aug_70_7198.jpg,Normal,0,train
train\OSCC\OSCC_400x_28.jpg,OSCC,1,train
train\OSCC\OSCC_400x_221.jpg,OSCC,1,train
train\Normal\aug_239_3092.jpg,Normal,0,train
train\Normal\aug_309_6159.jpg,Normal,0,train
train\Normal\aug_29_3219.jpg,Normal,0,train
train\OSCC\OSCC_100x_338.jpg,OSCC,1,train
train\Normal\aug_71_8357.jpg,Normal,0,train
train\Normal\aug_358_2839.jpg,Normal,0,train
train\Normal\aug_330_6357.jpg,Normal,0,train
train\Normal\aug_857_9580.jpg,Normal,0,train
train\Normal\Normal_400x_119.jpg,Normal,0,train
train\OSCC\aug_546_3136.jpg,OSCC,1,train
train\OSCC\OSCC_400x_108.jpg,OSCC,1,train
train\OSCC\aug_417_6827.jpg,OSCC,1,train
train\Normal\aug_143_1833.jpg,Normal,0,train
train\OSCC\aug_62_6563.jpg,OSCC,1,train
train\OSCC\aug_454_2868.jpg,OSCC,1,train
train\OSCC\OSCC_100x_252.jpg,OSCC,1,train
train\OSCC\OSCC_100x_350.jpg,OSCC,1,train
train\OSCC\OSCC_100x_193.jpg,OSCC,1,train
train\Normal\aug_91_7609.jpg,Normal,0,train
train\OSCC\aug_287_6193.jpg,OSCC,1,train
train\Normal\aug_445_3811.jpg,Normal,0,train
train\Normal\aug_44_5382.jpg,Normal,0,train
train\OSCC\OSCC_100x_391.jpg,OSCC,1,train
train\Normal\aug_123_590.jpg,Normal,0,train
train\Normal\aug_111_4809.jpg,Normal,0,train
train\Normal\aug_221_9907.jpg,Normal,0,train
train\Normal\aug_401_9365.jpg,Normal,0,train
train\Normal\aug_703_7486.jpg,Normal,0,train
train\OSCC\aug_701_7741.jpg,OSCC,1,train
train\OSCC\aug_650_9951.jpg,OSCC,1,train
train\Normal\Normal_400x_95.jpg,Normal,0,train
train\Normal\aug_168_9109.jpg,Normal,0,train
train\Normal\aug_194_1849.jpg,Normal,0,train
train\OSCC\aug_50_7070.jpg,OSCC,1,train
train\Normal\aug_27_8374.jpg,Normal,0,train
train\OSCC\OSCC_400x_280.jpg,OSCC,1,train
train\OSCC\OSCC_100x_160.jpg,OSCC,1,train
train\Normal\aug_200_6788.jpg,Normal,0,train
train\OSCC\OSCC_100x_143.jpg,OSCC,1,train
train\OSCC\aug_385_6311.jpg,OSCC,1,train
train\Normal\aug_205_5796.jpg,Normal,0,train
train\OSCC\aug_149_2231.jpg,OSCC,1,train
train\Normal\Normal_400x_42.jpg,Normal,0,train
train\OSCC\OSCC_100x_423.jpg,OSCC,1,train
train\OSCC\aug_222_7559.jpg,OSCC,1,train
train\Normal\aug_4_8581.jpg,Normal,0,train
train\OSCC\OSCC_100x_389.jpg,OSCC,1,train
train\OSCC\OSCC_100x_245.jpg,OSCC,1,train
train\Normal\aug_849_5857.jpg,Normal,0,train
train\Normal\aug_154_9516.jpg,Normal,0,train
train\Normal\aug_55_7613.jpg,Normal,0,train
train\Normal\aug_113_8518.jpg,Normal,0,train
train\OSCC\OSCC_400x_394.jpg,OSCC,1,train
train\Normal\aug_120_9693.jpg,Normal,0,train
train\Normal\Normal_400x_104.jpg,Normal,0,train
train\Normal\Normal_400x_182.jpg,Normal,0,train
train\OSCC\aug_678_3337.jpg,OSCC,1,train
train\Normal\aug_99_7577.jpg,Normal,0,train
train\OSCC\aug_264_9782.jpg,OSCC,1,train
train\OSCC\aug_37_9761.jpg,OSCC,1,train
train\OSCC\aug_48_8703.jpg,OSCC,1,train
train\Normal\aug_348_5350.jpg,Normal,0,train
train\OSCC\aug_192_1666.jpg,OSCC,1,train
train\Normal\aug_288_9597.jpg,Normal,0,train
train\Normal\aug_111_7342.jpg,Normal,0,train
train\Normal\aug_51_5055.jpg,Normal,0,train
train\OSCC\aug_734_2523.jpg,OSCC,1,train
train\Normal\aug_92_2892.jpg,Normal,0,train
train\Normal\aug_185_1837.jpg,Normal,0,train
train\OSCC\OSCC_400x_1.jpg,OSCC,1,train
train\OSCC\aug_544_7297.jpg,OSCC,1,train
train\Normal\aug_255_955.jpg,Normal,0,train
train\Normal\aug_181_3867.jpg,Normal,0,train
train\OSCC\aug_319_5878.jpg,OSCC,1,train
train\Normal\aug_257_3201.jpg,Normal,0,train
train\OSCC\aug_331_4138.jpg,OSCC,1,train
train\OSCC\aug_595_110.jpg,OSCC,1,train
train\Normal\aug_35_9024.jpg,Normal,0,train
train\OSCC\aug_206_8894.jpg,OSCC,1,train
train\OSCC\OSCC_400x_143.jpg,OSCC,1,train
train\Normal\aug_43_1037.jpg,Normal,0,train
train\OSCC\aug_162_8236.jpg,OSCC,1,train
train\OSCC\aug_61_6300.jpg,OSCC,1,train
train\OSCC\aug_231_1547.jpg,OSCC,1,train
train\OSCC\aug_192_5539.jpg,OSCC,1,train
train\Normal\aug_189_6083.jpg,Normal,0,train
train\OSCC\OSCC_100x_210.jpg,OSCC,1,train
train\Normal\aug_132_5898.jpg,Normal,0,train
train\Normal\aug_154_5685.jpg,Normal,0,train
train\OSCC\OSCC_400x_30.jpg,OSCC,1,train
train\Normal\aug_200_5174.jpg,Normal,0,train
train\OSCC\aug_275_9116.jpg,OSCC,1,train
train\Normal\aug_95_3125.jpg,Normal,0,train
train\OSCC\aug_158_840.jpg,OSCC,1,train
train\OSCC\aug_80_5829.jpg,OSCC,1,train
train\OSCC\OSCC_400x_151.jpg,OSCC,1,train
train\OSCC\aug_23_4706.jpg,OSCC,1,train
train\OSCC\OSCC_100x_104.jpg,OSCC,1,train
train\Normal\aug_90_9976.jpg,Normal,0,train
train\Normal\aug_43_5015.jpg,Normal,0,train
train\OSCC\aug_232_4471.jpg,OSCC,1,train
train\OSCC\aug_658_2934.jpg,OSCC,1,train
train\OSCC\OSCC_100x_214.jpg,OSCC,1,train
train\OSCC\OSCC_100x_408.jpg,OSCC,1,train
train\Normal\Normal_100x_30.jpg,Normal,0,train
train\Normal\aug_59_4367.jpg,Normal,0,train
train\OSCC\OSCC_400x_152.jpg,OSCC,1,train
train\Normal\Normal_400x_115.jpg,Normal,0,train
train\OSCC\aug_645_9362.jpg,OSCC,1,train
train\OSCC\OSCC_400x_419.jpg,OSCC,1,train
train\OSCC\aug_242_1711.jpg,OSCC,1,train
train\Normal\aug_149_8843.jpg,Normal,0,train
train\Normal\aug_37_1390.jpg,Normal,0,train
train\Normal\aug_62_7979.jpg,Normal,0,train
train\Normal\aug_31_335.jpg,Normal,0,train
train\Normal\aug_308_7447.jpg,Normal,0,train
train\Normal\aug_209_1641.jpg,Normal,0,train
train\OSCC\aug_8_6826.jpg,OSCC,1,train
train\Normal\aug_296_9581.jpg,Normal,0,train
train\Normal\aug_192_4539.jpg,Normal,0,train
train\OSCC\aug_311_8283.jpg,OSCC,1,train
train\Normal\aug_314_6517.jpg,Normal,0,train
train\Normal\aug_300_1154.jpg,Normal,0,train
train\Normal\aug_127_539.jpg,Normal,0,train
train\OSCC\aug_555_4592.jpg,OSCC,1,train
train\Normal\aug_139_9061.jpg,Normal,0,train
train\OSCC\aug_600_1631.jpg,OSCC,1,train
train\Normal\aug_108_4933.jpg,Normal,0,train
train\Normal\aug_33_9436.jpg,Normal,0,train
train\OSCC\OSCC_400x_359.jpg,OSCC,1,train
train\Normal\aug_42_408.jpg,Normal,0,train
train\Normal\aug_102_5765.jpg,Normal,0,train
train\OSCC\aug_129_2042.jpg,OSCC,1,train
train\OSCC\OSCC_100x_17.jpg,OSCC,1,train
train\Normal\aug_406_3367.jpg,Normal,0,train
train\Normal\aug_49_1734.jpg,Normal,0,train
train\OSCC\aug_34_696.jpg,OSCC,1,train
train\Normal\Normal_100x_13.jpg,Normal,0,train
train\OSCC\OSCC_400x_227.jpg,OSCC,1,train
train\OSCC\aug_56_6499.jpg,OSCC,1,train
train\Normal\aug_170_304.jpg,Normal,0,train
train\OSCC\aug_341_552.jpg,OSCC,1,train
train\Normal\aug_426_4045.jpg,Normal,0,train
train\OSCC\OSCC_100x_337.jpg,OSCC,1,train
train\Normal\Normal_400x_159.jpg,Normal,0,train
train\Normal\aug_1_477.jpg,Normal,0,train
train\Normal\aug_19_1027.jpg,Normal,0,train
train\Normal\aug_72_871.jpg,Normal,0,train
train\Normal\aug_159_9000.jpg,Normal,0,train
train\OSCC\aug_337_2260.jpg,OSCC,1,train
train\OSCC\OSCC_400x_401.jpg,OSCC,1,train
train\Normal\aug_80_2641.jpg,Normal,0,train
train\OSCC\aug_707_9456.jpg,OSCC,1,train
train\OSCC\OSCC_400x_481.jpg,OSCC,1,train
train\Normal\aug_2_70.jpg,Normal,0,train
train\OSCC\OSCC_400x_298.jpg,OSCC,1,train
train\OSCC\aug_20_5281.jpg,OSCC,1,train
train\OSCC\aug_244_9632.jpg,OSCC,1,train
train\OSCC\aug_53_6485.jpg,OSCC,1,train
train\OSCC\OSCC_100x_419.jpg,OSCC,1,train
train\Normal\aug_171_8434.jpg,Normal,0,train
train\OSCC\aug_5_2097.jpg,OSCC,1,train
train\Normal\aug_75_9714.jpg,Normal,0,train
train\OSCC\aug_647_6874.jpg,OSCC,1,train
train\OSCC\aug_156_9023.jpg,OSCC,1,train
train\Normal\aug_190_1436.jpg,Normal,0,train
train\Normal\aug_160_1538.jpg,Normal,0,train
train\Normal\aug_113_3034.jpg,Normal,0,train
train\OSCC\aug_331_3504.jpg,OSCC,1,train
train\OSCC\aug_257_456.jpg,OSCC,1,train
train\Normal\aug_704_7996.jpg,Normal,0,train
train\Normal\Normal_400x_143.jpg,Normal,0,train
train\Normal\aug_139_5074.jpg,Normal,0,train
train\OSCC\OSCC_400x_114.jpg,OSCC,1,train
train\Normal\aug_160_1917.jpg,Normal,0,train
train\Normal\Normal_400x_41.jpg,Normal,0,train
train\Normal\aug_269_1314.jpg,Normal,0,train
train\Normal\aug_9_5215.jpg,Normal,0,train
train\Normal\aug_16_3531.jpg,Normal,0,train
train\OSCC\OSCC_100x_89.jpg,OSCC,1,train
train\OSCC\aug_33_1758.jpg,OSCC,1,train
train\OSCC\aug_316_2930.jpg,OSCC,1,train
train\Normal\aug_228_5885.jpg,Normal,0,train
train\OSCC\OSCC_100x_82.jpg,OSCC,1,train
train\Normal\aug_166_5932.jpg,Normal,0,train
train\OSCC\OSCC_100x_168.jpg,OSCC,1,train
train\Normal\aug_271_2248.jpg,Normal,0,train
train\OSCC\aug_125_1806.jpg,OSCC,1,train
train\Normal\aug_137_1691.jpg,Normal,0,train
train\Normal\aug_35_9799.jpg,Normal,0,train
train\OSCC\OSCC_400x_102.jpg,OSCC,1,train
train\OSCC\OSCC_400x_363.jpg,OSCC,1,train
train\OSCC\aug_15_9880.jpg,OSCC,1,train
train\OSCC\aug_262_1977.jpg,OSCC,1,train
train\Normal\Normal_400x_73.jpg,Normal,0,train
train\Normal\aug_366_8057.jpg,Normal,0,train
train\OSCC\aug_740_4857.jpg,OSCC,1,train
train\OSCC\aug_207_1080.jpg,OSCC,1,train
train\OSCC\OSCC_400x_178.jpg,OSCC,1,train
train\OSCC\OSCC_400x_361.jpg,OSCC,1,train
train\OSCC\aug_242_7900.jpg,OSCC,1,train
train\Normal\aug_212_4201.jpg,Normal,0,train
train\Normal\aug_106_3757.jpg,Normal,0,train
train\Normal\aug_11_3330.jpg,Normal,0,train
train\Normal\Normal_100x_7.jpg,Normal,0,train
train\OSCC\OSCC_100x_299.jpg,OSCC,1,train
train\OSCC\aug_518_3424.jpg,OSCC,1,train
train\OSCC\aug_608_4708.jpg,OSCC,1,train
train\Normal\aug_204_2167.jpg,Normal,0,train
train\Normal\aug_135_9777.jpg,Normal,0,train
train\OSCC\OSCC_400x_281.jpg,OSCC,1,train
train\Normal\aug_164_2482.jpg,Normal,0,train
train\Normal\aug_856_787.jpg,Normal,0,train
train\OSCC\aug_306_9049.jpg,OSCC,1,train
train\Normal\aug_344_9276.jpg,Normal,0,train
train\OSCC\aug_166_3747.jpg,OSCC,1,train
train\Normal\aug_39_2866.jpg,Normal,0,train
train\Normal\aug_27_6370.jpg,Normal,0,train
train\Normal\aug_166_6501.jpg,Normal,0,train
train\OSCC\aug_551_3665.jpg,OSCC,1,train
train\Normal\aug_195_7058.jpg,Normal,0,train
train\OSCC\OSCC_100x_155.jpg,OSCC,1,train
train\Normal\aug_28_3828.jpg,Normal,0,train
train\Normal\aug_71_2642.jpg,Normal,0,train
train\OSCC\aug_355_7785.jpg,OSCC,1,train
train\Normal\aug_88_4168.jpg,Normal,0,train
train\Normal\aug_171_847.jpg,Normal,0,train
train\OSCC\aug_438_3890.jpg,OSCC,1,train
train\OSCC\OSCC_100x_264.jpg,OSCC,1,train
train\Normal\aug_254_531.jpg,Normal,0,train
train\OSCC\aug_314_9521.jpg,OSCC,1,train
train\Normal\aug_187_3971.jpg,Normal,0,train
train\OSCC\aug_153_6027.jpg,OSCC,1,train
train\OSCC\OSCC_100x_253.jpg,OSCC,1,train
train\OSCC\aug_365_1444.jpg,OSCC,1,train
train\Normal\Normal_400x_199.jpg,Normal,0,train
train\OSCC\OSCC_400x_453.jpg,OSCC,1,train
train\OSCC\aug_401_2884.jpg,OSCC,1,train
train\OSCC\OSCC_400x_351.jpg,OSCC,1,train
train\Normal\Normal_400x_111.jpg,Normal,0,train
train\Normal\Normal_400x_7.jpg,Normal,0,train
train\Normal\aug_6_1330.jpg,Normal,0,train
train\Normal\Normal_400x_191.jpg,Normal,0,train
train\OSCC\OSCC_400x_396.jpg,OSCC,1,train
train\Normal\aug_435_3353.jpg,Normal,0,train
train\OSCC\aug_492_312.jpg,OSCC,1,train
train\Normal\aug_80_1001.jpg,Normal,0,train
train\OSCC\aug_315_7284.jpg,OSCC,1,train
train\Normal\aug_8_1025.jpg,Normal,0,train
train\OSCC\aug_37_7662.jpg,OSCC,1,train
train\Normal\aug_125_3981.jpg,Normal,0,train
train\OSCC\aug_614_3295.jpg,OSCC,1,train
train\OSCC\OSCC_400x_124.jpg,OSCC,1,train
train\OSCC\aug_200_6214.jpg,OSCC,1,train
train\OSCC\OSCC_400x_203.jpg,OSCC,1,train
train\Normal\aug_24_1473.jpg,Normal,0,train
train\OSCC\aug_167_8526.jpg,OSCC,1,train
train\OSCC\OSCC_400x_141.jpg,OSCC,1,train
train\OSCC\aug_737_8713.jpg,OSCC,1,train
train\OSCC\aug_359_3566.jpg,OSCC,1,train
train\OSCC\aug_387_6470.jpg,OSCC,1,train
train\Normal\Normal_400x_74.jpg,Normal,0,train
train\Normal\aug_495_4862.jpg,Normal,0,train
train\Normal\aug_53_435.jpg,Normal,0,train
train\Normal\aug_151_720.jpg,Normal,0,train
train\Normal\aug_34_8923.jpg,Normal,0,train
train\Normal\aug_64_4671.jpg,Normal,0,train
train\OSCC\aug_80_6067.jpg,OSCC,1,train
train\OSCC\aug_657_616.jpg,OSCC,1,train
train\OSCC\aug_89_1036.jpg,OSCC,1,train
train\OSCC\OSCC_100x_418.jpg,OSCC,1,train
train\Normal\aug_659_2845.jpg,Normal,0,train
train\OSCC\OSCC_100x_221.jpg,OSCC,1,train
train\OSCC\aug_118_762.jpg,OSCC,1,train
train\OSCC\OSCC_100x_420.jpg,OSCC,1,train
train\OSCC\aug_591_1906.jpg,OSCC,1,train
train\OSCC\aug_97_9827.jpg,OSCC,1,train
train\OSCC\OSCC_400x_279.jpg,OSCC,1,train
train\OSCC\aug_464_3969.jpg,OSCC,1,train
train\OSCC\aug_12_2240.jpg,OSCC,1,train
train\OSCC\OSCC_400x_240.jpg,OSCC,1,train
train\OSCC\aug_346_2916.jpg,OSCC,1,train
train\OSCC\aug_208_3113.jpg,OSCC,1,train
train\OSCC\OSCC_400x_71.jpg,OSCC,1,train
train\Normal\aug_462_2591.jpg,Normal,0,train
train\OSCC\OSCC_400x_153.jpg,OSCC,1,train
train\OSCC\aug_597_4466.jpg,OSCC,1,train
train\OSCC\aug_76_1208.jpg,OSCC,1,train
train\Normal\aug_284_3106.jpg,Normal,0,train
train\OSCC\OSCC_400x_398.jpg,OSCC,1,train
train\Normal\aug_379_9696.jpg,Normal,0,train
train\OSCC\aug_42_6519.jpg,OSCC,1,train
train\Normal\aug_827_419.jpg,Normal,0,train
train\OSCC\aug_733_3679.jpg,OSCC,1,train
train\Normal\aug_118_7939.jpg,Normal,0,train
train\OSCC\aug_635_443.jpg,OSCC,1,train
train\OSCC\aug_557_9992.jpg,OSCC,1,train
train\OSCC\OSCC_100x_306.jpg,OSCC,1,train
train\Normal\Normal_400x_102.jpg,Normal,0,train
train\Normal\aug_26_792.jpg,Normal,0,train
train\OSCC\OSCC_400x_391.jpg,OSCC,1,train
train\OSCC\aug_50_1894.jpg,OSCC,1,train
train\OSCC\aug_231_4632.jpg,OSCC,1,train
train\Normal\aug_331_8353.jpg,Normal,0,train
train\Normal\aug_180_8995.jpg,Normal,0,train
train\Normal\Normal_100x_50.jpg,Normal,0,train
train\OSCC\OSCC_400x_318.jpg,OSCC,1,train
train\OSCC\aug_187_3224.jpg,OSCC,1,train
train\OSCC\OSCC_100x_279.jpg,OSCC,1,train
train\OSCC\aug_351_6414.jpg,OSCC,1,train
train\OSCC\aug_742_4928.jpg,OSCC,1,train
train\OSCC\OSCC_100x_185.jpg,OSCC,1,train
train\Normal\aug_207_8783.jpg,Normal,0,train
train\Normal\aug_11_7191.jpg,Normal,0,train
train\OSCC\aug_612_14.jpg,OSCC,1,train
train\OSCC\aug_457_6272.jpg,OSCC,1,train
train\OSCC\OSCC_100x_308.jpg,OSCC,1,train
train\OSCC\OSCC_400x_484.jpg,OSCC,1,train
train\Normal\Normal_100x_39.jpg,Normal,0,train
train\OSCC\aug_207_4840.jpg,OSCC,1,train
train\Normal\aug_196_4958.jpg,Normal,0,train
train\Normal\aug_55_7451.jpg,Normal,0,train
train\OSCC\aug_331_6404.jpg,OSCC,1,train
train\Normal\aug_57_4234.jpg,Normal,0,train
train\OSCC\OSCC_400x_418.jpg,OSCC,1,train
train\OSCC\aug_68_9397.jpg,OSCC,1,train
train\OSCC\aug_235_286.jpg,OSCC,1,train
train\Normal\aug_395_4338.jpg,Normal,0,train
train\Normal\aug_385_2689.jpg,Normal,0,train
train\OSCC\OSCC_100x_319.jpg,OSCC,1,train
train\Normal\aug_35_189.jpg,Normal,0,train
train\Normal\aug_64_267.jpg,Normal,0,train
train\OSCC\aug_380_7031.jpg,OSCC,1,train
train\OSCC\aug_685_8614.jpg,OSCC,1,train
train\OSCC\OSCC_400x_162.jpg,OSCC,1,train
train\Normal\aug_20_5859.jpg,Normal,0,train
train\OSCC\aug_420_6585.jpg,OSCC,1,train
train\OSCC\aug_575_2491.jpg,OSCC,1,train
train\OSCC\aug_44_1892.jpg,OSCC,1,train
train\OSCC\aug_654_8786.jpg,OSCC,1,train
train\Normal\aug_124_8061.jpg,Normal,0,train
train\OSCC\aug_611_4513.jpg,OSCC,1,train
train\Normal\aug_11_6243.jpg,Normal,0,train
train\Normal\aug_328_9791.jpg,Normal,0,train
train\OSCC\aug_485_4960.jpg,OSCC,1,train
train\Normal\aug_88_3776.jpg,Normal,0,train
train\OSCC\aug_22_9733.jpg,OSCC,1,train
train\OSCC\aug_151_2335.jpg,OSCC,1,train
train\OSCC\aug_387_3210.jpg,OSCC,1,train
train\Normal\Normal_100x_72.jpg,Normal,0,train
train\Normal\aug_143_575.jpg,Normal,0,train
train\Normal\aug_181_2229.jpg,Normal,0,train
train\Normal\aug_190_2241.jpg,Normal,0,train
train\OSCC\aug_459_2309.jpg,OSCC,1,train
train\OSCC\aug_631_4775.jpg,OSCC,1,train
train\Normal\aug_49_6083.jpg,Normal,0,train
train\Normal\Normal_400x_68.jpg,Normal,0,train
train\OSCC\OSCC_100x_60.jpg,OSCC,1,train
train\Normal\aug_17_7639.jpg,Normal,0,train
train\OSCC\aug_672_1376.jpg,OSCC,1,train
train\OSCC\aug_367_6226.jpg,OSCC,1,train
train\OSCC\aug_619_7049.jpg,OSCC,1,train
train\Normal\aug_96_1675.jpg,Normal,0,train
train\OSCC\aug_319_7336.jpg,OSCC,1,train
train\Normal\aug_188_3271.jpg,Normal,0,train
train\Normal\aug_19_1500.jpg,Normal,0,train
train\OSCC\OSCC_400x_439.jpg,OSCC,1,train
train\Normal\aug_95_6757.jpg,Normal,0,train
train\OSCC\OSCC_100x_2.jpg,OSCC,1,train
train\Normal\aug_107_5959.jpg,Normal,0,train
train\OSCC\aug_482_4548.jpg,OSCC,1,train
train\OSCC\aug_446_6862.jpg,OSCC,1,train
train\Normal\aug_55_4291.jpg,Normal,0,train
train\Normal\aug_194_3610.jpg,Normal,0,train
train\Normal\aug_69_8143.jpg,Normal,0,train
train\Normal\Normal_400x_174.jpg,Normal,0,train
train\OSCC\aug_91_2214.jpg,OSCC,1,train
train\Normal\aug_413_8129.jpg,Normal,0,train
train\OSCC\aug_244_9860.jpg,OSCC,1,train
train\Normal\Normal_100x_65.jpg,Normal,0,train
train\OSCC\aug_497_4243.jpg,OSCC,1,train
train\OSCC\aug_168_2313.jpg,OSCC,1,train
train\OSCC\aug_494_979.jpg,OSCC,1,train
train\OSCC\OSCC_100x_164.jpg,OSCC,1,train
train\Normal\aug_217_6764.jpg,Normal,0,train
train\OSCC\aug_634_1340.jpg,OSCC,1,train
train\OSCC\aug_318_1882.jpg,OSCC,1,train
train\Normal\aug_193_4778.jpg,Normal,0,train
train\OSCC\aug_290_8666.jpg,OSCC,1,train
train\Normal\aug_98_760.jpg,Normal,0,train
train\Normal\aug_215_6955.jpg,Normal,0,train
train\OSCC\OSCC_400x_24.jpg,OSCC,1,train
train\OSCC\OSCC_100x_125.jpg,OSCC,1,train
train\OSCC\aug_60_2660.jpg,OSCC,1,train
train\OSCC\OSCC_400x_255.jpg,OSCC,1,train
train\OSCC\aug_136_1196.jpg,OSCC,1,train
train\Normal\Normal_400x_153.jpg,Normal,0,train
train\Normal\aug_93_4178.jpg,Normal,0,train
train\OSCC\OSCC_100x_219.jpg,OSCC,1,train
train\OSCC\OSCC_400x_450.jpg,OSCC,1,train
train\Normal\aug_229_6230.jpg,Normal,0,train
train\Normal\aug_28_6178.jpg,Normal,0,train
train\Normal\aug_45_6211.jpg,Normal,0,train
train\Normal\aug_63_3794.jpg,Normal,0,train
train\Normal\aug_141_9846.jpg,Normal,0,train
train\Normal\aug_329_4952.jpg,Normal,0,train
train\OSCC\OSCC_400x_271.jpg,OSCC,1,train
train\Normal\aug_259_8441.jpg,Normal,0,train
train\OSCC\aug_444_2329.jpg,OSCC,1,train
train\Normal\aug_234_3334.jpg,Normal,0,train
train\OSCC\OSCC_100x_377.jpg,OSCC,1,train
train\Normal\aug_220_5320.jpg,Normal,0,train
train\Normal\aug_146_9915.jpg,Normal,0,train
train\Normal\aug_55_5414.jpg,Normal,0,train
train\OSCC\aug_459_7075.jpg,OSCC,1,train
train\Normal\aug_141_945.jpg,Normal,0,train
train\Normal\aug_34_8625.jpg,Normal,0,train
train\Normal\aug_102_3593.jpg,Normal,0,train
train\Normal\aug_192_1736.jpg,Normal,0,train
train\OSCC\OSCC_100x_135.jpg,OSCC,1,train
train\Normal\aug_562_3295.jpg,Normal,0,train
train\OSCC\OSCC_100x_220.jpg,OSCC,1,train
train\Normal\aug_217_2988.jpg,Normal,0,train
train\Normal\aug_417_3601.jpg,Normal,0,train
train\OSCC\aug_355_4440.jpg,OSCC,1,train
train\OSCC\aug_311_8315.jpg,OSCC,1,train
train\Normal\aug_145_509.jpg,Normal,0,train
train\Normal\Normal_100x_58.jpg,Normal,0,train
train\Normal\Normal_100x_29.jpg,Normal,0,train
train\Normal\aug_5_3899.jpg,Normal,0,train
train\Normal\aug_121_7191.jpg,Normal,0,train
train\Normal\aug_697_5682.jpg,Normal,0,train
train\OSCC\aug_184_559.jpg,OSCC,1,train
train\Normal\aug_228_7288.jpg,Normal,0,train
train\OSCC\aug_299_1695.jpg,OSCC,1,train
train\OSCC\aug_407_5348.jpg,OSCC,1,train
train\Normal\aug_162_4710.jpg,Normal,0,train
train\Normal\Normal_100x_19.jpg,Normal,0,train
train\OSCC\OSCC_100x_324.jpg,OSCC,1,train
train\Normal\aug_53_7780.jpg,Normal,0,train
train\Normal\aug_695_4366.jpg,Normal,0,train
train\Normal\aug_207_5397.jpg,Normal,0,train
train\OSCC\aug_259_4371.jpg,OSCC,1,train
train\Normal\aug_374_3233.jpg,Normal,0,train
train\OSCC\aug_197_9029.jpg,OSCC,1,train
train\OSCC\OSCC_400x_375.jpg,OSCC,1,train
train\Normal\Normal_400x_89.jpg,Normal,0,train
train\Normal\aug_435_8086.jpg,Normal,0,train
train\Normal\aug_103_6531.jpg,Normal,0,train
train\OSCC\aug_127_751.jpg,OSCC,1,train
train\OSCC\aug_550_5597.jpg,OSCC,1,train
train\Normal\aug_429_7147.jpg,Normal,0,train
train\OSCC\aug_236_6434.jpg,OSCC,1,train
train\Normal\aug_142_7955.jpg,Normal,0,train
train\OSCC\OSCC_100x_434.jpg,OSCC,1,train
train\OSCC\aug_117_6137.jpg,OSCC,1,train
train\OSCC\OSCC_100x_328.jpg,OSCC,1,train
train\Normal\aug_211_224.jpg,Normal,0,train
train\Normal\aug_19_5499.jpg,Normal,0,train
train\Normal\aug_145_6190.jpg,Normal,0,train
train\Normal\aug_100_5774.jpg,Normal,0,train
train\Normal\Normal_400x_18.jpg,Normal,0,train
train\OSCC\aug_693_3380.jpg,OSCC,1,train
train\Normal\aug_186_4124.jpg,Normal,0,train
